"1","We Just Tested Twitter&#8217;s @anywhere Platform (Screenshots)","Jason Kincaid","1","14","During his keynote at SXSW last month, Twitter CEO Evan Wiliams announced an upcoming new platform called @anywhere, which would allow third party sites to integrate Twitter features (he also showed off some of the partners who would be featuring the platform, which you can see in the image at right).  Twitter didn&#8217;t give a launch date for when sites would start integrating the new platform, but it looks like we&#8217;ve just come across the first site to feature @anywhere.  Meet Eggboiling.com.The site, which will almost certainly be pulled down soon after this post is published, is clearly a testing environment for @anywhere, but it&#8217;s currently open to the public.  Update: Twitter has taken the site down. It features the following (all shown in the screenshots below): various variable states; a button to &#8216;Connect With Twitter&#8217;; buttons to follow twitter users @jack, @biz, and @ev; a test hovercard that allows me to see @wendyverse&#8217;s latest tweets and follow counts at a glance, and a test box that lets me tweet.  It isn&#8217;t particularly easy on the eyes, but it works well enough.Hitting &#8220;Connect to Twitter&#8221; pulled in my Twitter profile photo and gave me the option to log out.  Clicking on each of the &#8216;follow&#8217; buttons appropriately changed the status from &#8220;Follow @jack&#8221; to &#8220;Following @jack&#8221; the next time I refreshed the page. (it just showed &#8216;pending&#8217; until I refreshed). And sending a tweet from the tweet box worked properly (it says that my tweet was sent via Egg Boiling).If you&#8217;re fast, you may be able to try it out for yourself.Before logging inOAuth to loginConnected to Twitter (but before image/logout link have loaded)Image/logout link appear after refreshing the pageTesting the hovercardAfter clicking the &#8216;more&#8217; button on the hovercardThanks to Spencer Transier for the tip!CrunchBase Information","http://techcrunch.com/2010/04/01/we-just-tested-twitters-anywhere-platform-screenshots/","2010-04-01","0","14","314","223","4.130293","5.686099","0.00000","0.00000"
"2","Facebook To Launch &#8216;Relationships&#8217; At f8, Teams With Zynga To Spur Romance Through Gaming","Jason Kincaid","1","30","Later this month Facebook is holding its f8 conference, where it will be launching a slew of new features (we&#8217;ve already broken the news on quite a few of them).  Tonight, the company has written  a blog post announcing what is perhaps the most ambitious and creepy of them all: Facebook is looking to get into the dating game, and it&#8217;s turning to Zynga for help.The gist of the new product?  Dubbed &#8216;Relationships&#8217;, Facebook is going to soon offer a section of the site dedicated to helping users meet potential romantic partners.  To do that, the company has been working with Zynga over the last four months to develop games that &#8220;synthesize romance and foster relationships through social gaming mechanics&#8221;, helping users flirt and get to know each other using Farmville-like games to help break the ice.In the post, Facebook says that it will look at the profiles of your previous boyfriends/girlfriends to determine the personality traits you&#8217;re attracted to most, and that it will also use advanced photographic analysis to figure out your preferred facial structure and body type. In an attempt to quell privacy concerns before they begin, Facebook notes that all of this is done automatically, and that at no point are employees allowed to view these reports on your innermost psyche. How reassuring.The site appears to be broken up into three sections: at the top is a section for &#8216;Flirts&#8217;, which displays the Facebook friends you&#8217;ve been interacting with most.  In a move certain to cause riots, Facebook is now allowing users to keep tabs on how many times each of their friends has visited their profile. Facebook claims that this will make it easier to figure out who is lusting after you, and that &#8220;shadier&#8221; visitors will simply learn not to be so creepy. Below this is a section for games and lessons.  These appear to be the Zynga-designed apps, which cover everything from flirting to lessons on hygiene.Finally, there&#8217;s a &#8216;Recent Dates&#8217; section.  It&#8217;s unclear exactly what this is for, but there&#8217;s a Facebook-branded baseball diamond that apparently prompts users to share &#8220;how far&#8221; they got on their recent dates to their friends&#8217; News Feeds.  Given how much these definitions have shifted over the years, this could get messy.The 6.8 ProjectPerhaps most interesting is the fact that the new Relationships feature belongs to a new (and somewhat sinister sounding) ongoing initiative that Facebook is internally calling The 6.8 Project. The name, which is an allusion to Earth&#8217;s total population of 6.8 billion people, is meant to symbolize Facebook&#8217;s goal of connecting everyone on the planet.  The concern is that that may not be enough.Facebook has grown so quickly over the last few years that the company is worried that its long-term expansion potential over the next decade is limited. At its current growth rate, Facebook will have saturated the market of Internet-using humans in seven years. So — to put things bluntly — they&#8217;re looking to encourage current users to procreate, though they&#8217;ve only said as much with cutesy euphemisms.Facebook wouldn&#8217;t comment on its future plans for the 6.8 Project, but we hear that the company intends to launch a &#8216;Babybook&#8217; directory for children up for adoption, and there are also discussions about lowering Facebook&#8217;s minimum age to five years old.Excerpt from Facebook&#8217;s Blog:&#8220;Over the last six years, Facebook has been embraced by over 400 million people around the world — and we&#8217;re still growing. During that time, our engineers have managed to overcome some truly monumental hurdles, empowering friends and families to share their photos, videos, and thoughts with the people they care about.But there&#8217;s still one fundamental human need that we haven&#8217;t yet been able to take care of, and ironically enough it&#8217;s the primary reason people log on to Facebook every day. It goes by many names: Love. Romance. Great White Buffalo.  Call it what you will, it&#8217;s something that all of us are looking for. We hope to help you find it with Facebook Relationships.We look forward to sharing more details about the new feature at this month&#8217;s f8 conference.  With Relationships, we&#8217;re going to take your friendships to the next level.CrunchBase Information","http://techcrunch.com/2010/04/01/facebook-to-launch-relationships-at-f8-teams-with-zynga-to-spur-romance-through-gaming/","2010-04-01","0","30","717","488","4.138177","5.952869","0.00000","0.00000"
"3","NYTimes Request Correction/Removal Of Our Post. We Decline.","Michael Arrington","2","38","A NYTimes communications person emailed to ask us to correct or take down our post earlier today about the debut of their new iPad application,  which they&#8217;re calling &#8220;The New York Times on the iPad.&#8221; The post, they say, contains &#8220;extremely old information that is inaccurate&#8221; and requests that we correct or take down the post.The post, of course, is a fake. It&#8217;s the third of our April Fools jokes and while we knew it would be the most subtle, we didn&#8217;t realize that pretty much no one at all would get the message. So I&#8217;ll explain, but just a little. If you compare the post to the article linked from the post (there&#8217;s just one link in the whole post), you&#8217;ll notice that it is identical to the 1996 NYTimes article announcing their website. The only changes we made were to replace &#8220;Web Site&#8221; with &#8220;iPad App&#8221; and &#8220;Word Wide Web&#8221; with &#8220;iPad.&#8221;And the amazing thing is the story still works. With just a couple more tweaks, like updating the executives in the article, this actually could be a launch post for the NYTimes on the iPad. In fact it works so well that the NYTimes didn&#8217;t get the point. One NYTimes writer even happily retweeted the post. So you see, the more things change, the more things stay the same. The World Wide Web didn&#8217;t save the New York Times. And neither will the iPad.CrunchBase Information","http://techcrunch.com/2010/04/01/nytimes-request-correctionremoval-of-our-post-we-decline/","2010-04-01","4","38","249","168","3.572614","5.125000","624.00000","0.00000"
"4","Google Shows How HTML5 Can Run Quake In The Browser","Erick Schonfeld","3","26","A lot of attention lately has been put on the video capabilities of HTML5 browsers, since the iPad doesn&#8217;t support Flash.  It turns out not to really matter that much because most online video platforms are now drinking the HTML5 Kool-Aid.  But what about other things that Flash does well, like games?  Well, HTML5 might be a more powerful game engine than most peopel think.To show off what is possible with HTML5 in the browser, some of the engineers on the Google Web Toolkit team created an HTML5 port of the classic first-person shooter game Quake II.  Check it out in the video above.  It is based on an open-sourced Java port of Quake called Jake2.  A post on the Google Code blog explains how they did it:We started with the existing Jake2 Java port of the Quake II engine, then used the Google Web Toolkit (along with WebGL, WebSockets, and a lot of refactoring) to cross-compile it into Javascript. You can see the results in the video above &#8212; we were honestly a bit surprised when we saw it pushing over 30 frames per second on our laptops (your mileage may vary)!It works only on &#8220;modern browsers such as Safari and Chrome&#8221; and you can find the code here.  I haven&#8217;t had a chance to try it out.  If you can get it to work, tell us what you think in comments.  I really hope this isn&#8217;t April Fool&#8217;s joke.  CrunchBase Information","http://techcrunch.com/2010/04/01/google-html5-quake/","2010-04-01","10","26","256","172","3.628571","5.168605","1080.00000","0.00000"
"5","The iPad: Apple&#8217;s Trojan Horse","John Biggs","4","49","Something struck me about Apple&#8217;s handling of the iPad launch this week. Instead of countless nerds spouting off in early reviews, only a few major tech press folks got early samples. Instead, the iPad showed up in a show the missus and I watch, Modern Family.* That&#8217;s right: instead of an overfed talking-head tech reporter pawing over the iPad on morning TV, the iPad got prime-time coverage in a sitcom. Think about the last computer company to get that kind of screen time. Only Microsoft, in their abysmal product placement in Family Guy comes to mind. But in Modern Family the iPad was a major plot point. While I&#8217;m sure Apple paid a pretty penny for the exposure, I don&#8217;t doubt the folks at ABC would have put the product in for free had Apple asked.But this shows a very important turning point in Apple marketing. The company, in short, sees the iPad as a mass market phenomenon without peer and is treating it as such. And the iPad, in turn, will become the tool that pushes Apple even deeper into the home.The iPhone convinced millions of people that Apple makes nice phones. The iPad, in turn, will convince millions of people that Apple makes nice computers. Whereas the &#8220;halo effect&#8221; that the iPhone was supposed to have on the rest of Apple&#8217;s wares &#8211; laptops and iMacs and the line &#8211; isn&#8217;t quite apparent except in Apple&#8217;s impressive revenues, I suspect the iPad is going to push people over the hump. While you can get away with booting up craggy old Windows on your craggy old Dell while mucking about in iPhone&#8217;s sylvan glades, you&#8217;re less likely to appreciate your old laptop when its sitting alongside a device that looks like a cross between a robotic communion wafer and something out of Star Trek.To describe this metaphorically, (and this is a horrible metaphor) think of the iPhone as a bicycle made by BMW. No one is going to upgrade to a Ford car if you&#8217;re only used to their bikes but if Ford starts to sell, say, something like an inexpensive Smart car or nice motorcycle with a little more power and all that BMW &#8220;magic,&#8221; there&#8217;s a good chance they&#8217;ll buy a Z-Series next time they&#8217;re looking at cars.So the reason you&#8217;re not seeing geeks like us with iPads this week is simple &#8211; the iPad isn&#8217;t for geeks like us. While time will tell if this is a correct assessment, I&#8217;m almost betting on it.UPDATE &#8211; I found some things to add. First, Apple has 91% market share in &#8220;premium PCs,&#8221; which is huge. But in lower-end PCs Windows still rules. Now what happens when a sub-$700 Apple ends up in millions of homes. Much more market share and a real halo effect across the market.*It&#8217;s seriously a really good program. Christopher LLoyd (Frasier and Wings) produces it. I thought it would be dumb at first too. Try it.","http://www.crunchgear.com/2010/04/01/the-ipad-apples-trojan-horse/","2010-04-01","1","49","503","348","3.773279","5.356322","200.00000","0.00000"
"6","Blippy Does An End Run, Harnesses Gmail OAuth To Re-Enable Amazon Support","Jason Kincaid","1","13","Early this year, Blippy, the highly controversial startup that lets you share your credit card and online purchases with your friends, ran into some trouble with Amazon.com.  Namely, Amazon told Blippy to stop pulling in user purchase information, and to go back and erase all existing data they&#8217;d already sucked in.  Today, Blippy users have regained the ability to share their Amazon purchases, but this time, Blippy doesn&#8217;t need Amazon&#8217;s permission.The new Amazon integration requires users to grant Blippy access to their Gmail accounts via OAuth (this only works with Gmail, though the site says it plans to support other email services soon). After linking your Gmail to Blippy, the service will automatically scan your account for Amazon receipts, which it will use to display the items you&#8217;ve purchased in your Blippy feed.  When I asked Blippy co-founder Philip Kaplan if they had Amazon&#8217;s approval, he said they didn&#8217;t ask for it, and they weren&#8217;t sure they needed it, either.The addition of Gmail OAuth support could mean big things for Blippy.  Because Blippy now has a relatively secure way to access your Gmail, it can add support for a plethora of online vendors who may not offer an API. Likewise, Blippy could use the same method to do end runs around services that don&#8217;t want Blippy tracking purchases in the first place.To be clear, OAuth is no magic bullet for keeping your data secure — you&#8217;re essentially giving Blippy the ability to monitor your Email. But users are already handing over their login credentials for plenty of services to Blippy, which is potentially an even worse security issue (with OAuth, they don&#8217;t actually store your password).Thanks to Mark Hendrickson for the tipCrunchBase Information","http://techcrunch.com/2010/04/01/blippy-amazon/","2010-04-01","1","13","299","221","4.393728","5.705882","56.00000","0.00000"
"7","FreshPlanet Debuts With An iPad Game, Plus $1.5 Million From Clavier And French Angels","Erick Schonfeld","3","5","If you are going to launch a gaming startup this week, you might as well make your first game for the iPad.  FreshPlanet is a stealthy startup looking to make its public debut with the launch of an educational game for children, Red Fish, on the iPad (iTunes link).FreshPlanet is based in New York City and founded by two serial entrepreneur French brothers, Mathieu and Romain Nouzareth.  It recently raised a $1.5 million Series A from Jeff Clavier&#8217;s SofTech VC and a bunch of French angel investors including Jacques Antoine Granjon (founder of Ventes-privees), Xavier Niel (founder of French ISP Free.fr), and Oleg Tscheltzoff (founder of Fotolia) via CapISF.  Mathieu and Romain previously founded online game distribution service Boonty (sold t French company Nexway) and casual gaming site Cafe.com.Red Fish is based on a popular French kid&#8217;s learning Website called Poisson Rouge.  FreshPlanet licensed the game and developed a version specifically for the iPad to start.  There is no iPhone version.  &#8220;The big screen is much more interesting for us,&#8221; says Romain.Red Fish teaches kids between 3 and 7 to count, read, spell, and even compose music all using the iPad&#8217;s engaging touchscreen.  The app is free and comes with 12 different activities, but to unlock the rest (there are 50 total) will cost $9.99.  You can watch a demo of the app in the video below.  It gives you a good sense of how the iPad can become an educational game platform.  Kids love touchscreens (mine are always fooling with my iPhone), and big touchscreens with games designed for them could prove irresistible. FreshPlanet is also testing a music quiz game on Facebook, and plans to design games for both Facebook, the iPad, and the iPhone.    CrunchBase Information","http://techcrunch.com/2010/04/01/freshplanet-ipad-game-1-5m-clavier/","2010-04-01","1","5","306","220","4.232877","5.618182","24.00000","0.00000"
"8","Twitter Tweaks Search, A Few Popular Tweets Now At The Top Of Results","MG Siegler","5","3","As you may have noticed when Twitter introduced its new homepage a few days ago, Twitter has a new feature that allows them to group together popular tweets. They say this is done algorithmically, and have an account to capture them all here. Now they&#8217;re just turned on this feature on for Twitter search, and its API.As you can see in the search.twitter.com page (but not yet on Twitter.com&#8217;s own search), there are three pinned popular tweets at the top of the results (Twitter notes that it could be less than three, but that three is the max right now). Below each of these, you can see the number of times the tweet was retweeted, giving some indication of why it&#8217;s popular.A message today sent from developer advocate Taylor Singletary to the Twitter development and API Google Groups lets everyone know about the change. He also seems to reveal the keys behind the popularity algorithm:With this new project, we want to make real-time search even more valuable by surfacing the best tweets about a particular topic, by considering recency, but also the interactions on a tweet. This means analyzing the author&#8217;s profile, as well as the number times the tweet has been retweeted, favorited, replied, and more. It&#8217;s an evolving algorithm that we&#8217;ll be iterating on &amp; tuning until practically the end of time.Further, this search change is coming to the API too. Singletary says this feature will be opt-in for developers during this current phase. But it sounds like eventually this will be a standard part of the search API (that undoubtedly developers can choose to leave out if they want to). Here&#8217;s how the results will break down for those who do opt-in:mixed &#8211; receive both &#8220;popular tweets&#8221; and most recent tweets for the query. This is the equivalent of the future default behavior.popular &#8211; receive only &#8220;popular tweets&#8221; for the query.recent &#8211; receive only recent results for the query. This is the equivalent of the behavior you&#8217;ve come to expect until presentTo make this new feature work, each tweet now has a new bit of metadata letting the search query know if it&#8217;s &#8220;popular&#8221; or &#8220;recent.&#8221; Singletary also notes that in the future other metadata layers may be added to further augment results.That seems like a pretty interesting way to make Twitter search more useful and less filled with spam.Update: Twitter has now added popular results to Twitter.com as well. Check out the screenshots below — it&#8217;s less obvious than search.twitter.com but the metadata is there.[thanks Alex]CrunchBase Information","http://techcrunch.com/2010/04/01/twitter-popular-tweet-search/","2010-04-01","0","3","446","300","4.004673","5.713333","0.00000","0.00000"
"9","Behind The Scenes Of YouTube&#8217;s ASCII Prank","Jason Kincaid","1","8","Today, millions of people around the world were introduced to TEXTp, a new video display format created by YouTube that converts the site&#8217;s videos into a flurry of ASCII characters.  The new format, which was implemented as a cost-saving measure, is saving YouTube $1 per second of content watched in bandwidth costs.Of course, TEXTp is just the latest April Fools prank to come from YouTube (past pranks have included Rick Rolling all of its users and flipping the site upside down).  Yesterday, I had a chance to sit down with some of the people behind this year&#8217;s prank.  Along with explaining how they actually got these ASCII-ized videos working, they also detailed YouTube&#8217;s process for figuring out which pranks get shown to the world. Be sure to check out our full list of other April Fools jokes here.So how did YouTube convert all of its videos to streaming lines of text?  The company leveraged a piece of its existing and seemingly unrelated technology: their 3D video player. Engineer Peter Bradshaw, who is behind the site&#8217;s 3D viewer, says that fellow engineer Blake Livingston adapted his work with Adobe&#8217;s  Pixel Bender (which is used to achieve the 3D effect) to convert the videos into ASCII.Billy Biggs, another software engineer at YouTube (who claims pranks are his full time job), also played a key role in the project.  Bradshaw initially hacked the effect together in one evening, but it took around three weeks for the prank team to get that &#8216;last 10%&#8217; done.The pranksters say that the idea had actually been circling at YouTube for over a year, and that there were many other pranks proposed.  In fact, each YouTube employee is invited to submit their idea in the months leading up to April 1.  To choose which one is actually deployed to users, YouTube uses Google&#8217;s Moderator tool.  After voting concludes, a smaller panel made up of engineers, product managers, and PR reps congregates to figure out which ideas are feasible (and won&#8217;t offend anyone).The prank team didn&#8217;t take this too lightly, either: as I left the the conference room yesterday afternoon, the team was still tweaking TEXTp, trying to hone in on the optimal font size and color palette while waging a war against the letter &#8216;M&#8217;, which had the nasty habit of showing up too often.If ASCII art is your thing, you may also be interested in ASCIImeo, an ASCIIized version of Vimeo.CrunchBase Information","http://techcrunch.com/2010/04/01/youtube-ascii-april-fools/","2010-04-01","2","8","419","303","4.077670","5.544554","72.00000","0.00000"
"10","The App Store Is Now Completely iPad-Crazy Like The Rest Of Us","MG Siegler","5","36","Have you been doing various searches or combing through the pages the full iPad app directory since those apps started going live earlier? Well stop — because Apple has just completely revamped the App Store to be iPad-centric.As you can see in the screenshot above, the front page of the App Store is now dominated by iPad apps. Yes, the iPad apps that 99.99% of the world cannot use yet because no one outside of a select few testers has the actual device. But that isn&#8217;t stopping Apple from promoting the hell out of these apps. And it&#8217;s working — at least for me. I&#8217;ve already bought a ton of them, and I don&#8217;t have an iPad yet.Humorously, Apple is promoting a bunch of apps that it has asked developers to create embargoes for, for the press. Earlier today, Apple moved that embargo time up from Saturday morning (the actual iPad launch) to tomorrow morning, undoubtedly because they knew they&#8217;d be rolling these App Store changes live. Still, Apple is already showing a ton of embargoed apps on its &#8220;New &amp; Noteworthy,&#8221; &#8220;What&#8217;s Hot,&#8221; and &#8220;Staff Favorites&#8221; areas. As you can see, Apple has added a button to toggle between iPhone and iPad apps for each area (as well as the charts portion).Oh, and all of the featured areas on the main App Store page are currently iPad apps too except for the one App Store on Facebook promotion. This includes the main banner area which is shuffling through iPad apps such as Labyrinth 2, ABC&#8217;s streaming app, OmniGraffle, the WSJ app, and Apple&#8217;s own iWork apps.A few other iPad apps Apple is featuring include the Netflix app (yes, it&#8217;s real), Epicurious, and the Pandora app.CrunchBase Information","http://techcrunch.com/2010/04/01/ipad-app-store/","2010-04-01","0","35","304","216","3.955017","5.291667","0.00000","0.00000"
